reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
ea3b34ca-a3e0-4126-a7d7-110ee072e665,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"gamenya di bagus,banyak map nya gitu tapi yg kurang itu semenjak update yg baru ini jadi gabisa main sm yg lebih tua sm kita/beda age group, jadinya ngga terlalu bebas main dan chat breng temen' online",4,1,2.711.876,2026-03-24 07:18:55,,,2.711.876
c1d8e290-079c-41c4-8b92-fb25b8d6d470,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"udh spend ratusan robux, malah hilang char gw. gada kompensasi juga",2,1,,2026-03-24 07:18:17,,,
b17d75c3-bb28-4a29-bfcf-540b70b9f6b3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,this game is suck and make me cry,1,1,2.711.876,2026-03-24 07:17:53,,,2.711.876
1ab743ad-d7bc-44c3-a1eb-1a189d0a3236,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aku kasih bintang 5 karna didalam roblox banyak game seru,5,1,2.711.876,2026-03-24 07:17:32,,,2.711.876
031b1764-5338-41dc-8ff9-626ed04a8380,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aku kok gak bisa masuk aplikasi nya padahal kemaren maren bisa padahal aku suka main roblox😭😭😭😭😭,3,0,,2026-03-24 07:16:27,,,
a12c62ab-b078-460e-a87f-e1bb9ce78214,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bring back chat,1,0,,2026-03-24 07:15:36,,,
b42da188-eab8-48b9-9998-c776531a4bea,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,kenapa Roblox ku keluar sendiri?,1,1,,2026-03-24 07:13:50,,,
6ed57126-7d57-43f4-a9af-56898d85cfb8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,seru bangett cuyy pokonya fav ku bngt,5,1,,2026-03-24 07:13:31,,,
f097d8eb-bd77-40fd-8949-c133a5735059,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,game nya seru,4,0,2.711.876,2026-03-24 07:13:29,,,2.711.876
1e8f9f55-fcd9-4751-a9a7-3e88f3b332dd,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"sangat seru dan banyak pilihan game, gamenya juga kebanyakan seru",5,0,2.713.911,2026-03-24 07:13:13,,,2.713.911
eb0685f2-37b1-4a0e-8ab2-1dc37851bebe,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sekarang entah kenapa gak bisa masuk ke game nya terus ada notif rincian kalo game nya ditutup paksa,1,0,2.713.911,2026-03-24 07:06:40,,,2.713.911
3a40fc01-05d7-4291-8530-52217d66f5d9,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bug nya loading nya llama banget tolong perbaiki lagi,3,0,2.711.876,2026-03-24 07:04:41,,,2.711.876
70789fb4-d0d7-4890-955a-0e16ec4ea13b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,seru tapi banyak banget bug.,3,0,,2026-03-24 07:01:10,,,
785012f7-ceb7-4d6b-9368-f0bd4490a1a7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus banget karena ada banyak permainan dan permainannya juga seru semua,5,0,,2026-03-24 07:01:00,,,
1ddb51f4-6075-4fb4-96d6-bd321efc83b0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,maksih ronlox,5,0,,2026-03-24 06:58:30,,,
0bf3c883-1d04-468b-b540-4081f3782130,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"seru ,banyak permainan ada mobil²an truk pun ada dan horor pokoknya ini seru sekali,ada hias avatar juga menurut saya game ini sangat indah ❤️",5,0,2.711.876,2026-03-24 06:55:59,,,2.711.876
d00e7e36-72cb-4ae8-b85d-3369ca683c98,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,tapi tolong balikan vitur chat dan tolong tanggal 28 jangan sampai roblox itu dibatasi thank youu,5,0,2.711.876,2026-03-24 06:54:55,,,2.711.876
4f97c35a-fdbd-479c-9081-5ba92edbf930,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,game nya muantap,5,0,2.711.876,2026-03-24 06:45:51,,,2.711.876
5c5a0475-5c8c-4140-979d-d8155d4d904f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,tolong lh untuk roblox game nya knp kadang mau naik SC nya tb tb ke batal ini gimana trs selalu bgt dn susah banget lg naik nya tolong di perhatikan lh udh bintang 5 ini lo,5,0,2.711.876,2026-03-24 06:44:54,,,2.711.876
784a5efc-8dc9-4bf7-9947-cfcfe18d6a6a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,game nya banyak ya ndak bisa di akses,1,1,2.713.911,2026-03-24 06:43:41,,,2.713.911
ddc81e9b-258a-48ba-8048-e0a14f7c0376,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aplikasi roblox ini sangat menyenangkan makanya kalian yang belum download buruan cobain sekarang,5,0,,2026-03-24 06:42:34,,,
f95f6da7-c6ea-4799-a635-621dfef9114b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ini kenapa gak bisa main Roblox malah kalo login gak bisa tapi kalo login lagi keluar terus!,1,1,,2026-03-24 06:41:04,,,
bc8b13a7-be59-4c04-bafb-ed289f5a5a7f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,seru banget pokonya banyak platform game emang ini the best sih,5,0,2.713.911,2026-03-24 06:35:30,,,2.713.911
5838aaff-6140-454a-9ed2-74fe745bc480,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,roblox sangat lah seru!!!,5,0,,2026-03-24 06:31:32,,,
19ec6997-1ee0-442d-832b-bb15563ab4d9,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus,5,0,2.711.876,2026-03-24 06:30:39,,,2.711.876
0a9f9c2d-e32f-4f15-9cf5-0bdfc244c990,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,maaf ya! ini aku ga bisa masuk karna apa? ko kaya bug apalah gara² blum 16 tahun umurnya padahal aku umur 18 pls pihak roblok bantu 😭...😭,2,0,2.711.876,2026-03-24 06:26:34,,,2.711.876
2cb7e22a-58c5-442f-9a18-e4a023bf891e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ini memang bagus namun saya ingin bisa komentar yaa saya tau banyak yang misuh misuh pacar pacaran tapi lebih bagus ada komentar kalo ada komentar saya kasih bintang 5,4,0,,2026-03-24 06:25:27,,,
86663e61-e976-4a8a-a74a-22724fd8aeff,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,KENAPA ROBLOX GAK BISA MASUK INI BUG ATAU KENAPAA JAWAB MINN!!!,5,0,2.713.911,2026-03-24 06:20:05,,,2.713.911
28b5e210-d136-4ff8-b5d2-2ca25ccb7fe5,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aku si bilang bagus bintang ⭐⭐⭐⭐⭐,5,0,2.711.876,2026-03-24 06:20:04,,,2.711.876
23b52979-e4ae-4a1a-94c2-fa06bfdf8f3a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,seru dan banyak game,5,0,,2026-03-24 06:12:49,,,
839a7247-2397-43cd-82b9-e27e9ac6d892,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus banget map nya banyak ya,5,0,2.711.876,2026-03-24 06:10:27,,,2.711.876
8659b29e-4110-409d-b565-22236a8f4bf3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,gem seru,5,0,,2026-03-24 06:10:07,,,
809cec7a-8206-4e8f-9575-d8515f36ced9,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,geme nya bagus banget tapi suka ngeleg dikit😅 geme nya bagus banget aku kasih bintang lima ya😊 soalnya bagus👍🏼,5,0,,2026-03-24 06:09:16,,,
36d94715-2554-4b84-9b4f-53dd958e109f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"sering bug ga bisa dibuka padahal jaringan lancar,sering unconnect padahal jaringan lancar bgt, semoga segera diperbaiki",1,1,2.711.876,2026-03-24 06:08:50,,,2.711.876
50066fd6-ff22-4a9e-9097-52ca13790c72,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,game nya sangat bagus😊,5,0,2.713.911,2026-03-24 06:01:51,,,2.713.911
383657f5-fef9-42b5-afff-63ea4aef0ff3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,game nya bagus tapi tidak bisa berkomentar dan banyak chiter,4,0,2.711.876,2026-03-24 06:01:38,,,2.711.876
85eafe5d-c2ba-4873-be11-5ec3e2a683c2,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,games ini berbahaya🗿,1,0,,2026-03-24 06:00:48,,,
f28c5a4d-c6be-4ad1-b59d-3a402670f54d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"tolong segera memperbaiki bug, saya tidak bisa login padahal sdah sya cba berkali kali",3,0,2.713.911,2026-03-24 05:59:27,,,2.713.911
befc82df-0386-45cd-91df-f9a3de476318,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,gamenya seru banget tapi aku dulu gak bisa daftar soalnya belum ngerti,4,0,2.711.876,2026-03-24 05:55:34,,,2.711.876
ba2f6c76-bb9d-4765-91b5-e99bb9c96f2c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"gamenya bagus,banyak pilihan map,dan seru,bisa cari teman",5,0,2.711.876,2026-03-24 05:52:36,,,2.711.876
77abfe39-5ea7-4f93-8f4c-6c661af73a4a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,game seru apalagi mabar sama temen di gam dandy's word 👍,5,0,2.713.911,2026-03-24 05:50:45,,,2.713.911
444dd385-bd49-4dfe-91b4-2fb6e2ac6fa9,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,saran saya main blok fruit biar GK bosen,5,0,2.711.876,2026-03-24 05:46:32,,,2.711.876
84029482-d1c7-488f-816e-b5c7b2ba6a76,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Why can't I join Roblox? I've spent money on Robux but I can't enter it. Please tell me what's going on.,5,0,2.713.911,2026-03-24 05:40:48,,,2.713.911
54be20ff-5b65-4ead-8dfe-8c10e5af8ada,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,seru jir,3,0,2.711.876,2026-03-24 05:35:19,,,2.711.876
8b12bf73-0853-47be-bac6-6d3df72e1516,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Roblox bagus sih tapi kapan fitur chat nya di kembalikan lagi,5,0,,2026-03-24 05:35:17,,,
619f0e49-0add-4b5c-9b03-985030a65059,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,roblox game mu udh mulai rusak kebanyakan game cuman plagiat gaada yang underated dan juga tolong perbaiki lah gamemu masih banyak orang yang menggunakan script di game roblox kenapa kau tidak mengeban mereka apakah karena kau hanya fokus pada uang?,4,0,,2026-03-24 05:30:22,,,
b382866e-49d6-4cff-80de-492cee948550,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus,5,0,,2026-03-24 05:26:44,,,
71f74c82-cc8c-493d-b4b6-df5a310e8dc2,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,intinya ini game mantap,5,0,2.711.876,2026-03-24 05:26:21,,,2.711.876
889518d8-8094-4386-9b91-eeeddd63679b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,GAMENYA MEMBUATKU BANYAK PENGALAMAN SERU SERU!! TERUS GAMENYA BANYAK BISA MABAR POKONYA BAGUS,5,0,,2026-03-24 05:25:35,,,
7ec5ad8f-816e-4933-a4ea-3f475cd25325,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,beberapa kali gak bisa masuk ke roblox,4,0,2.713.911,2026-03-24 05:18:09,,,2.713.911
f6d57a5e-6543-474c-89e0-b70db965f208,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"saya tidak bisa masuk roblox ,gimana ini???",3,0,2.713.911,2026-03-24 05:13:29,,,2.713.911
7821a2ec-fc87-4657-ab07-9e22ba6d81c8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,roblox seru apa lagi 99 malam iru seru banget sama brokheven,5,0,2.713.911,2026-03-24 05:10:13,,,2.713.911
b76ca7cd-6fc4-48c1-b5f1-7497b86f03ba,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,idk makin hari banyak bug hp ku pun menolak roblox..,1,18,2.713.911,2026-03-24 05:06:23,,,2.713.911
44135b4f-1033-4867-a5f2-f1fd1485fccb,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Roblox kenapa sekarang Roblox ga bisa masuk akun aku dari dua ribu 2021 ada robux tapi sekarang ga bisa masuk anj 😖😖,1,1,,2026-03-24 05:05:44,,,
3e6b82a6-f578-4a16-b6ab-d84716cac867,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,seru untuk dimainkan,5,0,,2026-03-24 04:55:36,,,
afe880f5-e455-47db-8af8-f11ebf5e08d0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat bagus,5,0,2.711.876,2026-03-24 04:41:54,,,2.711.876
6c2c95ef-9faf-452e-bdb9-65d536efe540,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,WOI GW GK BISA MASUK ROBLOX DUA HARI HARUS GIMANA INIIIIIIIII DAVID BADSUKI,1,1,2.713.911,2026-03-24 04:31:03,,,2.713.911
5802ca51-58e9-4fe5-9c4d-00543a309c10,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aku minta maaf tombol loncat menyelamatkan aku pas main game 🥹,5,0,2.713.911,2026-03-24 04:28:40,,,2.713.911
eddc2c32-eeb2-4dc3-8ce9-c588c4351b79,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus banget banyak game nya lagi 👍👍,5,0,2.711.876,2026-03-24 04:27:05,,,2.711.876
71fdd366-a699-486b-b7c8-a029b9061c42,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,asal blokir akun!!!,1,1,2.711.876,2026-03-24 04:19:41,,,2.711.876
ef367a93-c671-4f51-b34b-5705804ab13f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,👍,5,0,2.688.862,2026-03-24 04:05:25,,,2.688.862
fb6656e0-dc4f-4165-8e1d-791001885973,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,update yang buruk karna fitur chat di hilang kan,1,1,,2026-03-24 03:43:24,,,
